errdensity,errresistance,score
0.7000000000000001,0.1,0.9333333333333333
0.7000000000000001,0.1,0.9333333333333333
0.7000000000000001,0.1,0.9333333333333333
0.7000000000000001,0.1,0.9333333333333333
0.7000000000000001,0.1,0.9333333333333333
0.7000000000000001,0.2,0.9333333333333333
0.7000000000000001,0.2,0.9333333333333333
0.8,0.2,0.9333333333333333
0.8,0.2,0.9333333333333333
0.8,0.2,0.9333333333333333
0.8,0.2,0.9333333333333333
0.8,0.2,0.9333333333333333
0.8,0.30000000000000004,0.9333333333333333
0.8,0.30000000000000004,0.9333333333333333
0.8,0.30000000000000004,0.9333333333333333
0.8,0.30000000000000004,0.9333333333333333
0.8,0.30000000000000004,0.9333333333333333
0.9,0.30000000000000004,0.9333333333333333
0.9,0.30000000000000004,0.9333333333333333
0.9,0.30000000000000004,0.9333333333333333
0.9,0.30000000000000004,0.9333333333333333
0.9,0.30000000000000004,0.9333333333333333
0.9,0.4,0.9333333333333333
0.9,0.4,0.9333333333333333
0.9,0.4,0.9333333333333333
0.9,0.4,0.9333333333333333
0.9,0.4,0.9333333333333333
